Program Kodu,Üniversite İsmi,Program İsmi,Başarı Sırası,Başarı Puanı
202590235,İSTANBUL BİLGİ ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Radyo, Televizyon ve Sinema (İngilizce) (Burslu)
(4 Yıllık)",2.187,427.57768
202110444,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Endüstri Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",2.189,528.59421
206100836,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"SANAT VE TASARIM FAKÜLTESİ
Sanat ve Kültür Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",2.224,427.1435
205410114,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Bilgisayar Mühendisliği (Burslu)
(4 Yıllık)",2.225,528.36341
206190547,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ
Yönetim Bilişim Sistemleri (İngilizce) (Burslu)
(4 Yıllık)",2.226,461.93718
101110518,ANKARA ÜNİVERSİTESİ,"HUKUK FAKÜLTESİ
Hukuk
(4 Yıllık)",2.233,461.84071
105510538,İSTANBUL TEKNİK ÜNİVERSİTESİ,"UÇAK VE UZAY BİLİMLERİ FAKÜLTESİ
Uçak Mühendisliği
(4 Yıllık)",2.235,528.30902
107211181,MARMARA ÜNİVERSİTESİ (İSTANBUL),"İLAHİYAT FAKÜLTESİ
İlahiyat (Arapça)
(4 Yıllık)",2.238,427.01138
105510326,İSTANBUL TEKNİK ÜNİVERSİTESİ,"İŞLETME FAKÜLTESİ
İşletme (İngilizce) (UOLP-SUNY New Paltz) (%50 İndirimli)
(4 Yıllık)",2.247,461.6177
202190195,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),"UYGULAMALI BİLİMLER FAKÜLTESİ
Turizm ve Otel İşletmeciliği (İngilizce) (Burslu)
(4 Yıllık)",2.272,461.41473
101110324,ANKARA ÜNİVERSİTESİ,"DİL VE TARİH COĞRAFYA FAKÜLTESİ
Tarih
(4 Yıllık)",2.277,426.52246
200590173,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"İLETİŞİM FAKÜLTESİ
Halkla İlişkiler ve Tanıtım (İngilizce) (Burslu)
(4 Yıllık)",2.313,426.2199
204810273,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"SOSYAL BİLİMLER FAKÜLTESİ
Psikoloji (İngilizce) (Burslu)
(4 Yıllık)",2.329,460.7186
204811032,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"HAVACILIK VE UZAY BİLİMLERİ FAKÜLTESİ
Havacılık Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",2.336,460.67311
202110877,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Makine Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",2.358,527.65394
205710544,TÜRK HAVA KURUMU ÜNİVERSİTESİ (ANKARA),"HAVA ULAŞTIRMA FAKÜLTESİ
Pilotaj (İngilizce) (Burslu)
(4 Yıllık)",2.387,527.54171
104112153,GAZİ ÜNİVERSİTESİ (ANKARA),"GAZİ EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",2.399,425.33735
104010088,GALATASARAY ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Siyaset Bilimi (Fransızca)
(4 Yıllık)",2.400,459.9186
108410381,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Havacılık ve Uzay Mühendisliği (İngilizce)
(4 Yıllık)",2.406,527.44839
108410054,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce)
(4 Yıllık)",2.426,479.72525
108410072,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce) (UOLP-SUNY New Paltz) (%50 İndirimli)
(4 Yıllık)",2.437,479.60261
108410257,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Küresel Siyaset ve Uluslararası İlişkiler (İngilizce) (UOLP-SUNY Binghamton) (%50 İndirimli)
(4 Yıllık)",2.438,459.58393
107211206,MARMARA ÜNİVERSİTESİ (İSTANBUL),"ATATÜRK EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",2.498,424.5607
206110759,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"TIP FAKÜLTESİ
Tıp (İngilizce) (Burslu)
(6 Yıllık)",2.548,526.78764
101190208,ANKARA ÜNİVERSİTESİ,"TIP FAKÜLTESİ
Tıp (İngilizce)
(6 Yıllık)",2.562,526.70477
104010025,GALATASARAY ÜNİVERSİTESİ (İSTANBUL),"FEN-EDEBİYAT FAKÜLTESİ
Fransız Dili ve Edebiyatı (Fransızca)
(4 Yıllık)",2.565,478.44665
205410989,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),"FEN-EDEBİYAT FAKÜLTESİ
Psikoloji (Burslu)
(4 Yıllık)",2.579,457.95172
202512321,İSTANBUL BİLGİ ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
İletişim Tasarımı ve Yönetimi (İngilizce) (Burslu)
(4 Yıllık)",2.603,423.66396
204810176,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK FAKÜLTESİ
Bilgisayar Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",2.615,526.43096
203410729,İSTANBUL TİCARET ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Görsel İletişim Tasarımı (Burslu)
(4 Yıllık)",2.634,423.36037
206100486,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"İŞLETME FAKÜLTESİ
İşletme (İngilizce) (Burslu)
(4 Yıllık)",2.654,457.15527
104890460,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EDEBİYAT FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık
(4 Yıllık)",2.659,477.56119
108410266,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Siyaset Bilimi ve Kamu Yönetimi (İngilizce)
(4 Yıllık)",2.683,456.90098
206100297,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
İngiliz Dili ve Edebiyatı (İngilizce) (Burslu)
(4 Yıllık)",2.713,477.00373
203590168,İZMİR EKONOMİ ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık (Burslu)
(4 Yıllık)",2.719,476.96314
108410363,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Endüstri Mühendisliği (İngilizce)
(4 Yıllık)",2.741,525.77517
205410132,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Elektrik-Elektronik Mühendisliği (Burslu)
(4 Yıllık)",2.772,525.57221
202512278,İSTANBUL BİLGİ ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Görsel İletişim Tasarımı (İngilizce) (Burslu)
(4 Yıllık)",2.783,422.00798
102270210,BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Sosyoloji (İngilizce)
(4 Yıllık)",2.836,455.45121
200590143,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"UYGULAMALI BİLİMLER YÜKSEKOKULU
Pilotaj (İngilizce) (Burslu)
(4 Yıllık)",2.876,525.14069
104890610,HACETTEPE ÜNİVERSİTESİ (ANKARA),"HUKUK FAKÜLTESİ
Hukuk
(4 Yıllık)",2.877,454.975
105510565,İSTANBUL TEKNİK ÜNİVERSİTESİ,"ELEKTRİK-ELEKTRONİK FAKÜLTESİ
Elektronik ve Haberleşme Mühendisliği
(4 Yıllık)",2.879,525.1301
206710365,TED ÜNİVERSİTESİ (ANKARA),"EĞİTİM FAKÜLTESİ
Okul Öncesi Öğretmenliği (İngilizce) (Burslu)
(4 Yıllık)",2.904,421.12359
202190182,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),"GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ
Grafik Tasarımı (İngilizce) (Burslu)
(4 Yıllık)",2.951,454.31466
104810274,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce)
(4 Yıllık)",2.968,474.67348
200510191,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"İLETİŞİM FAKÜLTESİ
Reklamcılık (İngilizce) (Burslu)
(4 Yıllık)",2.976,420.68165
103410915,EGE ÜNİVERSİTESİ (İZMİR),"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",3.043,420.18111
111610016,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,"CERRAHPAŞA TIP FAKÜLTESİ
Tıp
(6 Yıllık)",3.082,524.0682
203510473,İZMİR EKONOMİ ÜNİVERSİTESİ,"GÜZEL SANATLAR VE TASARIM FAKÜLTESİ
Görsel İletişim Tasarımı (İngilizce) (Burslu)
(4 Yıllık)",3.111,419.75265
107290436,MARMARA ÜNİVERSİTESİ (İSTANBUL),"İLAHİYAT FAKÜLTESİ
İlahiyat (Arapça) (M.T.O.K.)
(4 Yıllık)",3.112,419.74146
202490863,İSTANBUL AYDIN ÜNİVERSİTESİ,"UYGULAMALI BİLİMLER FAKÜLTESİ
Pilotaj (İngilizce) (Burslu)
(4 Yıllık)",3.146,523.84434
203411366,İSTANBUL TİCARET ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Halkla İlişkiler ve Reklamcılık (Burslu)
(4 Yıllık)",3.206,419.07099
101011305,ANADOLU ÜNİVERSİTESİ (ESKİŞEHİR),"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",3.217,418.99293
108410433,ORTA DOĞU TEKNİK ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Makine Mühendisliği (İngilizce)
(4 Yıllık)",3.264,523.30271
200612265,BAŞKENT ÜNİVERSİTESİ (ANKARA),"GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ
Gastronomi ve Mutfak Sanatları (Burslu)
(4 Yıllık)",3.271,418.67073
105610501,İSTANBUL ÜNİVERSİTESİ,"HUKUK FAKÜLTESİ
Hukuk
(4 Yıllık)",3.275,451.25171
101110775,ANKARA ÜNİVERSİTESİ,"TIP FAKÜLTESİ
Tıp
(6 Yıllık)",3.290,523.18583
206110062,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce) (Burslu)
(4 Yıllık)",3.302,471.69859
202510061,İSTANBUL BİLGİ ÜNİVERSİTESİ,"SOSYAL VE BEŞERİ BİLİMLER FAKÜLTESİ
Karşılaştırmalı Edebiyat (İngilizce) (Burslu)
(4 Yıllık)",3.362,471.22166
200510322,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
Ekonomi (İngilizce) (Burslu)
(4 Yıllık)",3.389,450.32997
104810105,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EDEBİYAT FAKÜLTESİ
İngiliz Dili ve Edebiyatı (İngilizce)
(4 Yıllık)",3.410,470.81669
200612105,BAŞKENT ÜNİVERSİTESİ (ANKARA),"GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ
Çizgi Film ve Animasyon (Burslu)
(4 Yıllık)",3.411,417.76891
105611589,İSTANBUL ÜNİVERSİTESİ,"İSTANBUL TIP FAKÜLTESİ
Tıp (İngilizce)
(6 Yıllık)",3.456,522.48922
202110065,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),"FEN FAKÜLTESİ
Fizik (İngilizce) (Burslu)
(4 Yıllık)",3.490,522.385
105510168,İSTANBUL TEKNİK ÜNİVERSİTESİ,"FEN-EDEBİYAT FAKÜLTESİ
Matematik Mühendisliği
(4 Yıllık)",3.495,522.35951
206100360,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Siyaset Bilimi ve Uluslararası İlişkiler (Fransızca) (Burslu)
(4 Yıllık)",3.520,449.29473
104810308,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EĞİTİM FAKÜLTESİ
Okul Öncesi Öğretmenliği
(4 Yıllık)",3.529,417.09418
109610022,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İşletme (Almanca)
(4 Yıllık)",3.532,449.20616
104810177,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EDEBİYAT FAKÜLTESİ
Tarih
(4 Yıllık)",3.557,416.94549
102210329,BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK FAKÜLTESİ
Makine Mühendisliği (İngilizce)
(4 Yıllık)",3.596,521.95467
200590250,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık (Burslu)
(4 Yıllık)",3.658,468.93969
200511568,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"HUKUK FAKÜLTESİ
Hukuk (Burslu)
(4 Yıllık)",3.681,447.85828
204090110,KTO KARATAY ÜNİVERSİTESİ (KONYA),"UYGULAMALI BİLİMLER YÜKSEKOKULU
Pilotaj (Burslu)
(4 Yıllık)",3.704,521.5554
105510662,İSTANBUL TEKNİK ÜNİVERSİTESİ,"İŞLETME FAKÜLTESİ
Endüstri Mühendisliği (İngilizce)
(4 Yıllık)",3.730,521.49444
110110022,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği
(4 Yıllık)",3.742,468.28951
110290255,VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",3.754,415.90999
205490113,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Yapay Zeka Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",3.795,521.21964
200211465,ATILIM ÜNİVERSİTESİ (ANKARA),"SİVİL HAVACILIK YÜKSEKOKULU
Pilotaj (İngilizce) (Burslu)
(4 Yıllık)",3.862,520.90138
206100563,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"İŞLETME FAKÜLTESİ
Uluslararası Finans (İngilizce) (Burslu)
(4 Yıllık)",3.866,446.55429
110110507,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İktisat (İngilizce)
(4 Yıllık)",3.868,446.54405
200690376,BAŞKENT ÜNİVERSİTESİ (ANKARA),"GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ
Görsel İletişim Tasarımı (Burslu)
(4 Yıllık)",3.914,415.12061
202110744,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Elektrik-Elektronik Mühendisliği (İngilizce) (%50 İndirimli)
(4 Yıllık)",3.921,520.61544
107290348,MARMARA ÜNİVERSİTESİ (İSTANBUL),"İŞLETME FAKÜLTESİ
Yönetim Bilişim Sistemleri (İngilizce)
(4 Yıllık)",3.946,445.99251
103111079,DOKUZ EYLÜL ÜNİVERSİTESİ (İZMİR),"BUCA EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",3.975,414.83175
105510926,İSTANBUL TEKNİK ÜNİVERSİTESİ,"UÇAK VE UZAY BİLİMLERİ FAKÜLTESİ
Uzay Mühendisliği (İngilizce)
(4 Yıllık)",3.988,520.37334
206710232,TED ÜNİVERSİTESİ (ANKARA),"EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce) (Burslu)
(4 Yıllık)",3.994,466.32939
104010043,GALATASARAY ÜNİVERSİTESİ (İSTANBUL),"FEN-EDEBİYAT FAKÜLTESİ
Sosyoloji (Fransızca)
(4 Yıllık)",4.000,445.67252
107210314,MARMARA ÜNİVERSİTESİ (İSTANBUL),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Tarih
(4 Yıllık)",4.067,414.42005
205410177,TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ (ANKARA),"MÜHENDİSLİK FAKÜLTESİ
Makine Mühendisliği (Burslu)
(4 Yıllık)",4.068,520.05664
100790319,AKDENİZ ÜNİVERSİTESİ (ANTALYA),"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",4.082,414.37395
105510292,İSTANBUL TEKNİK ÜNİVERSİTESİ,"İŞLETME FAKÜLTESİ
Endüstri Mühendisliği
(4 Yıllık)",4.165,519.7489
105690658,İSTANBUL ÜNİVERSİTESİ,"EDEBİYAT FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık
(4 Yıllık)",4.210,464.53916
203910832,KOÇ ÜNİVERSİTESİ (İSTANBUL),"HUKUK FAKÜLTESİ
Hukuk (%50 İndirimli)
(4 Yıllık)",4.210,444.39185
110190096,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),"SANAT VE TASARIM FAKÜLTESİ
İletişim ve Tasarımı
(4 Yıllık)",4.274,413.40093
204890174,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"UYGULAMALI BİLİMLER FAKÜLTESİ
Otel Yöneticiliği (İngilizce) (Burslu)
(4 Yıllık)",4.292,443.98502
104290304,GAZİANTEP ÜNİVERSİTESİ,"GAZİANTEP EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",4.330,413.17271
109610119,TÜRK-ALMAN ÜNİVERSİTESİ (İSTANBUL),"KÜLTÜR VE SOSYAL BİLİMLER FAKÜLTESİ
Kültür ve İletişim Bilimleri
(4 Yıllık)",4.355,413.03892
103810577,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",4.434,412.6907
206100612,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"İŞLETME FAKÜLTESİ
Uluslararası Ticaret ve İşletmecilik (İngilizce) (Burslu)
(4 Yıllık)",4.451,443.06422
110190084,YILDIZ TEKNİK ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
İşletme (İngilizce)
(4 Yıllık)",4.470,442.97497
105590307,İSTANBUL TEKNİK ÜNİVERSİTESİ,"ELEKTRİK-ELEKTRONİK FAKÜLTESİ
Kontrol ve Otomasyon Mühendisliği (İngilizce)
(4 Yıllık)",4.489,518.52409
105590279,İSTANBUL TEKNİK ÜNİVERSİTESİ,"BİLGİSAYAR VE BİLİŞİM FAKÜLTESİ
Siber Güvenlik Mühendisliği (İngilizce)
(4 Yıllık)",4.492,518.51238
107490422,MERSİN ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",4.523,412.26823
105610634,İSTANBUL ÜNİVERSİTESİ,"İSTANBUL TIP FAKÜLTESİ
Tıp
(6 Yıllık)",4.532,518.33458
111611553,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,"HASAN ALİ YÜCEL EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",4.602,411.86026
202510449,İSTANBUL BİLGİ ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Reklamcılık (İngilizce) (Burslu)
(4 Yıllık)",4.605,411.85285
104110306,GAZİ ÜNİVERSİTESİ (ANKARA),"GAZİ EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği
(4 Yıllık)",4.651,461.56273
203910284,KOÇ ÜNİVERSİTESİ (İSTANBUL),"İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ
Ekonomi (İngilizce) (%50 İndirimli)
(4 Yıllık)",4.656,442.05774
109710718,BURSA ULUDAĞ ÜNİVERSİTESİ,"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",4.680,411.46541
202500129,İSTANBUL BİLGİ ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Dijital Yapımcılık ve Yayıncılık (İngilizce) (Burslu)
(4 Yıllık)",4.722,411.27673
105590314,İSTANBUL TEKNİK ÜNİVERSİTESİ,"ELEKTRİK-ELEKTRONİK FAKÜLTESİ
Kontrol ve Otomasyon Mühendisliği
(4 Yıllık)",4.731,517.75196
104810098,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EDEBİYAT FAKÜLTESİ
İngiliz Dilbilimi (İngilizce)
(4 Yıllık)",4.739,461.02307
107210332,MARMARA ÜNİVERSİTESİ (İSTANBUL),"HUKUK FAKÜLTESİ
Hukuk
(4 Yıllık)",4.745,441.65159
104110836,GAZİ ÜNİVERSİTESİ (ANKARA),"TIP FAKÜLTESİ
Tıp
(6 Yıllık)",4.766,517.63611
202190193,İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA),"UYGULAMALI BİLİMLER FAKÜLTESİ
Bilişim Sistemleri ve Teknolojileri (İngilizce) (Burslu)
(4 Yıllık)",4.773,517.60733
204890125,ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL),"MÜHENDİSLİK FAKÜLTESİ
Yapay Zeka ve Veri Mühendisliği (İngilizce) (Burslu)
(4 Yıllık)",4.778,517.58969
206100325,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Psikoloji (İngilizce) (Burslu)
(4 Yıllık)",4.785,441.50562
208450748,İSTİNYE ÜNİVERSİTESİ (İSTANBUL),"GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ
Gastronomi ve Mutfak Sanatları (Burslu)
(4 Yıllık)",4.795,411.0217
108211106,ONDOKUZ MAYIS ÜNİVERSİTESİ (SAMSUN),"EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",4.804,410.9831
105610316,İSTANBUL ÜNİVERSİTESİ,"EDEBİYAT FAKÜLTESİ
Türk Dili ve Edebiyatı
(4 Yıllık)",4.853,410.79071
107290342,MARMARA ÜNİVERSİTESİ (İSTANBUL),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık
(4 Yıllık)",4.858,460.29244
104810141,HACETTEPE ÜNİVERSİTESİ (ANKARA),"EDEBİYAT FAKÜLTESİ
Psikoloji
(4 Yıllık)",4.871,441.10736
102210092,BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL),"EĞİTİM FAKÜLTESİ
Rehberlik ve Psikolojik Danışmanlık (İngilizce)
(4 Yıllık)",4.889,441.03177
200511117,BAHÇEŞEHİR ÜNİVERSİTESİ (İSTANBUL),"EĞİTİM BİLİMLERİ FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce) (Burslu)
(4 Yıllık)",4.911,459.88851
206011228,YAŞAR ÜNİVERSİTESİ (İZMİR),"UYGULAMALI BİLİMLER YÜKSEKOKULU
Gastronomi ve Mutfak Sanatları (Burslu)
(4 Yıllık)",4.919,410.49405
206710437,TED ÜNİVERSİTESİ (ANKARA),"FEN-EDEBİYAT FAKÜLTESİ
İngiliz Dili ve Edebiyatı (İngilizce) (Burslu)
(4 Yıllık)",4.927,459.83514
111710412,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,"HUKUK FAKÜLTESİ
Hukuk
(4 Yıllık)",4.930,440.87333
105490176,İSTANBUL MEDENİYET ÜNİVERSİTESİ,"EĞİTİM BİLİMLERİ FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",4.988,410.18282
203910831,KOÇ ÜNİVERSİTESİ (İSTANBUL),"İNSANİ BİLİMLER VE EDEBİYAT FAKÜLTESİ
Karşılaştırmalı Edebiyat (İngilizce) (%50 İndirimli)
(4 Yıllık)",5.004,459.32714
202590196,İSTANBUL BİLGİ ÜNİVERSİTESİ,"SOSYAL VE BEŞERİ BİLİMLER FAKÜLTESİ
İngiliz Dili ve Edebiyatı (İngilizce) (Burslu)
(4 Yıllık)",5.011,459.27894
103410457,EGE ÜNİVERSİTESİ (İZMİR),"TIP FAKÜLTESİ
Tıp
(6 Yıllık)",5.118,516.36259
202910736,ALTINBAŞ ÜNİVERSİTESİ (İSTANBUL),"HUKUK FAKÜLTESİ
Hukuk (UOLP-Köln Üniversitesi) (Burslu)
(4 Yıllık)",5.130,439.91751
208610015,İBN HALDUN ÜNİVERSİTESİ (İSTANBUL),"HUKUK FAKÜLTESİ
Hukuk (Burslu)
(4 Yıllık)",5.182,439.66777
107010731,NECMETTİN ERBAKAN ÜNİVERSİTESİ (KONYA),"AHMET KELEŞOĞLU EĞİTİM FAKÜLTESİ
Özel Eğitim Öğretmenliği
(4 Yıllık)",5.251,409.15508
103490363,EGE ÜNİVERSİTESİ (İZMİR),"EDEBİYAT FAKÜLTESİ
İngilizce Mütercim ve Tercümanlık
(4 Yıllık)",5.276,457.63201
204790576,İSTANBUL OKAN ÜNİVERSİTESİ,"UYGULAMALI BİLİMLER FAKÜLTESİ
Gastronomi ve Mutfak Sanatları (İngilizce) (Burslu)
(4 Yıllık)",5.334,408.84525
104111234,GAZİ ÜNİVERSİTESİ (ANKARA),"TIP FAKÜLTESİ
Tıp (İngilizce)
(6 Yıllık)",5.367,515.52299
107210102,MARMARA ÜNİVERSİTESİ (İSTANBUL),"ATATÜRK EĞİTİM FAKÜLTESİ
İngilizce Öğretmenliği (İngilizce)
(4 Yıllık)",5.373,457.01669
203510843,İZMİR EKONOMİ ÜNİVERSİTESİ,"İLETİŞİM FAKÜLTESİ
Sinema ve Dijital Medya (İngilizce) (Burslu)
(4 Yıllık)",5.401,408.65289
203910099,KOÇ ÜNİVERSİTESİ (İSTANBUL),"FEN FAKÜLTESİ
Kimya (İngilizce) (Burslu)
(4 Yıllık)",5.442,515.29
107510083,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ (İSTANBUL),"GÜZEL SANATLAR FAKÜLTESİ
Sinema ve Televizyon
(4 Yıllık)",5.443,408.4731
206100346,YEDİTEPE ÜNİVERSİTESİ (İSTANBUL),"İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ
Rus Dili ve Edebiyatı (Rusça) (Burslu)
(4 Yıllık)",5.443,456.57254
